Data_Lancamento;Data_Competencia;Data_Vencimento;Data_Pagamento;Filial;Tipo_Lancamento;Sintetica;Analitica;Detalhada;Observacao;Fornecedor/Cliente;Centro_Custo;Conta;Forma_Pag/Rec;Valor_Original;Valor_Multa;Valor_Juros;Valor_Acrescimo;Valor_Desconto;Valor_Pago/Recebido;Status;Conciliado;Cod;
19/05/2025;06/05/2025;20/05/2025;20/05/2025;FUJI CAMBEBA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.2 - DEMAIS INSUMOS;;SOLMAR DISTRIBUIDORA DE ALIMENTOS LTDA;PRODUÇÃO;SANTANDER - FUJI CAMBEBA;BOLETO;R$2.286,12;;;;;-R$2.286,12;Liquidado;Não;Y8TTF;
19/05/2025;30/04/2025;22/05/2025;;FUJI ALDEOTA;Despesa;14 - DESPESAS NAO OPERACIONAIS;14.2 -  PARCELAMENTO DE IMPOSTOS - EMPRESAS ANTIGAS;;;SIMPLES NACIONAL;LVP SERVIÇOS  ADMINISTRATIVOS LTDA;SANTANDER - FUJI ALDEOTA;BOLETO;R$16.394,93;;;;;;A vencer;Não;Z1N79;
19/05/2025;30/04/2025;20/05/2025;20/05/2025;FUJI ALDEOTA;Despesa;05 - DESPESAS COM PESSOAL;5.5 - FGTS;;;FGTS ;LVP SERVIÇOS  ADMINISTRATIVOS LTDA;SANTANDER - FUJI ALDEOTA;BOLETO;R$6.319,25;;;;;-R$6.319,25;Liquidado;Não;5LESV;
19/05/2025;30/04/2025;20/05/2025;20/05/2025;FUJI ALDEOTA;Despesa;05 - DESPESAS COM PESSOAL;5.5 - FGTS;;;FGTS ;LVP SERVIÇOS  ADMINISTRATIVOS LTDA;SANTANDER - FUJI ALDEOTA;PIX;R$4.141,38;;;;;-R$4.141,38;Liquidado;Não;3Q8OI;
19/05/2025;19/05/2025;18/05/2025;19/05/2025;FUJI CAMBEBA;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.3 - SERVICOS DE TERCEIROS;6.3.4 - ENTREGA TERCEIRIZADA;;RAPIBOY;DESPESAS VARIÁVEIS;SANTANDER - FUJI CAMBEBA;PIX;R$217,56;;;;;-R$217,56;Liquidado;Não;KDBUT;
19/05/2025;03/05/2025;18/05/2025;19/05/2025;FUJI CAMBEBA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.3 - HORTIFRUTI;;CAMPACHI DISTRIBUIDORA;PRODUÇÃO;SANTANDER - FUJI CAMBEBA;BOLETO;R$467,78;;;;;-R$467,78;Liquidado;Não;XK60F;
19/05/2025;05/05/2025;19/05/2025;19/05/2025;FUJI CAMBEBA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.1 - PROTEÍNAS;;BRASIL SEAFOOD INDUSTRIA - JAPA DA OSTRA;PRODUÇÃO;SANTANDER - FUJI CAMBEBA;BOLETO;R$2.999,77;;;;;-R$2.999,77;Liquidado;Não;A8AIJ;
19/05/2025;28/04/2025;19/05/2025;19/05/2025;FUJI CAMBEBA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.2 - DEMAIS INSUMOS;;MIRAY COMERCIO DE PEIXEIS E PRODUTOS ORIENTAIS LTDA;PRODUÇÃO;SANTANDER - FUJI CAMBEBA;BOLETO;R$2.280,10;;;;;-R$2.280,10;Liquidado;Não;GH3F6;
19/05/2025;02/05/2025;17/05/2025;19/05/2025;FUJI CAMBEBA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.3 - HORTIFRUTI;;CAMPACHI DISTRIBUIDORA;PRODUÇÃO;SANTANDER - FUJI CAMBEBA;BOLETO;R$1.196,08;;;;;-R$1.196,08;Liquidado;Não;J8RHN;
19/05/2025;19/05/2025;20/05/2025;20/05/2025;FUJI CAMBEBA;Despesa;02 - DEDUCAO DE VENDAS;2.1 - IMPOSTOS SOBRE VENDAS;2.1.3 - COFINS;;RECEITA FEDERAL ;IMPOSTOS;SANTANDER - FUJI CAMBEBA;BOLETO;R$4.064,87;;;;;-R$4.064,87;Liquidado;Não;RBK7A;
19/05/2025;13/05/2025;20/05/2025;20/05/2025;FUJI CAMBEBA;Despesa;05 - DESPESAS COM PESSOAL;5.5 - FGTS;;;FGTS ;IMPOSTOS;SANTANDER - FUJI CAMBEBA;BOLETO;R$683,91;;;;;-R$683,91;Liquidado;Não;C51OA;
19/05/2025;29/04/2025;20/05/2025;20/05/2025;FUJI CAMBEBA;Despesa;03 - C.M.V;3.4 - PRODUTOS;3.4.1 - BEBIDAS ALCOÓLICAS;;OPÇÃO DISTRIBUIDORA DE ALIMENTOS E BEBIDAS;DESPESAS VARIÁVEIS;SANTANDER - FUJI CAMBEBA;BOLETO;R$1.159,66;;;;;-R$1.159,66;Liquidado;Não;B57KT;
19/05/2025;29/04/2025;27/05/2025;;FUJI CAMBEBA;Despesa;03 - C.M.V;3.4 - PRODUTOS;3.4.1 - BEBIDAS ALCOÓLICAS;PARCELA 2/2;OPÇÃO DISTRIBUIDORA DE ALIMENTOS E BEBIDAS;DESPESAS VARIÁVEIS;SANTANDER - FUJI CAMBEBA;BOLETO;R$1.159,66;;;;;;A vencer;Não;TANT0;
19/05/2025;29/04/2025;20/05/2025;20/05/2025;FUJI CAMBEBA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.1 - PROTEÍNAS;;MIRAY COMERCIO DE PEIXEIS E PRODUTOS ORIENTAIS LTDA;PRODUÇÃO;SANTANDER - FUJI CAMBEBA;BOLETO;R$581,80;;;;;-R$581,80;Liquidado;Não;IG3HW;
19/05/2025;15/03/2025;12/05/2025;19/05/2025;FUJI CAMBEBA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.1 - PROTEÍNAS;Acordo Parcela 09/13;MIRAY COMERCIO DE PEIXEIS E PRODUTOS ORIENTAIS LTDA;PRODUÇÃO;SANTANDER - FUJI CAMBEBA;BOLETO;R$2.541,79;;;;;-R$2.541,79;Liquidado;Não;U7OFB;
19/05/2025;17/05/2025;18/05/2025;19/05/2025;FUJI ALDEOTA;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.3 - SERVICOS DE TERCEIROS;6.3.4 - ENTREGA TERCEIRIZADA;;RAPIBOY;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;PIX;R$324,64;;;;;-R$324,64;Liquidado;Não;09FVZ;
19/05/2025;15/03/2025;19/05/2025;19/05/2025;FUJI ALDEOTA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.1 - PROTEÍNAS;Acordo Parcela 10/15;MIRAY COMERCIO DE PEIXEIS E PRODUTOS ORIENTAIS LTDA;PRODUÇÃO;SANTANDER - FUJI ALDEOTA;BOLETO;R$2.569,00;;;;;-R$2.569,00;Liquidado;Não;VU4FH;
19/05/2025;29/04/2025;20/05/2025;20/05/2025;FUJI ALDEOTA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.1 - PROTEÍNAS;;MIRAY COMERCIO DE PEIXEIS E PRODUTOS ORIENTAIS LTDA;PRODUÇÃO;SANTANDER - FUJI ALDEOTA;BOLETO;R$1.663,40;;;;;-R$1.663,40;Liquidado;Não;4G65A;
19/05/2025;27/05/2025;27/05/2025;;FUJI ALDEOTA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.2 - DEMAIS INSUMOS;;SOLMAR DISTRIBUIDORA DE ALIMENTOS LTDA;PRODUÇÃO;SANTANDER - FUJI ALDEOTA;BOLETO;R$1.598,25;;;;;;Vencido;Não;QB27D;
19/05/2025;06/05/2025;20/05/2025;20/05/2025;FUJI ALDEOTA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.1 - PROTEÍNAS;;SOLMAR DISTRIBUIDORA DE ALIMENTOS LTDA;PRODUÇÃO;SANTANDER - FUJI ALDEOTA;BOLETO;R$1.598,24;;;;;-R$1.598,24;Liquidado;Não;J84EW;
19/05/2025;29/04/2025;20/05/2025;20/05/2025;FUJI ALDEOTA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.2 - DEMAIS INSUMOS;;SOLMAR DISTRIBUIDORA DE ALIMENTOS LTDA;PRODUÇÃO;SANTANDER - FUJI ALDEOTA;BOLETO;R$2.368,10;;;;;-R$2.368,10;Liquidado;Não;RAYO6;
19/05/2025;29/04/2025;13/05/2025;;FUJI ALDEOTA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.2 - DEMAIS INSUMOS;;SOLMAR DISTRIBUIDORA DE ALIMENTOS LTDA;PRODUÇÃO;SANTANDER - FUJI ALDEOTA;BOLETO;R$2.368,10;;;;;;Vencido;Não;GB1G7;
19/05/2025;06/05/2025;20/05/2025;20/05/2025;FUJI ALDEOTA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.1 - PROTEÍNAS;;BRASIL SEAFOOD INDUSTRIA - JAPA DA OSTRA;PRODUÇÃO;SANTANDER - FUJI ALDEOTA;BOLETO;R$3.009,22;;;;;-R$3.009,22;Liquidado;Não;AY5NK;
19/05/2025;22/04/2025;20/05/2025;20/05/2025;FUJI ALDEOTA;Despesa;03 - C.M.V;3.4 - PRODUTOS;3.4.1 - BEBIDAS ALCOÓLICAS;;OPÇÃO DISTRIBUIDORA DE ALIMENTOS E BEBIDAS;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;BOLETO;R$1.009,70;;;;;-R$1.009,70;Liquidado;Não;OL9LI;
19/05/2025;13/05/2025;20/05/2025;20/05/2025;FUJI ALDEOTA;Despesa;05 - DESPESAS COM PESSOAL;5.5 - FGTS;;;FGTS ;IMPOSTOS;SANTANDER - FUJI ALDEOTA;PIX;R$717,44;;;;;-R$717,44;Liquidado;Não;19824;
19/05/2025;19/05/2025;26/05/2025;;FUJI ALDEOTA;Despesa;03 - C.M.V;3.4 - PRODUTOS;3.4.1 - BEBIDAS ALCOÓLICAS;;OPÇÃO DISTRIBUIDORA DE ALIMENTOS E BEBIDAS;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;BOLETO;R$1.774,87;;;;;;Vencido;Não;AKYPJ;
19/05/2025;19/05/2025;19/05/2025;19/05/2025;FUJI ALDEOTA;Despesa;03 - C.M.V;3.4 - PRODUTOS;3.4.1 - BEBIDAS ALCOÓLICAS;;OPÇÃO DISTRIBUIDORA DE ALIMENTOS E BEBIDAS;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;BOLETO;R$1.774,86;;;;;-R$1.774,86;Liquidado;Não;YCD9W;
19/05/2025;19/05/2025;20/05/2025;20/05/2025;FUJI ALDEOTA;Despesa;02 - DEDUCAO DE VENDAS;2.1 - IMPOSTOS SOBRE VENDAS;2.1.3 - COFINS;;RECEITA FEDERAL ;IMPOSTOS;SANTANDER - FUJI ALDEOTA;BOLETO;R$4.186,84;;;;;-R$4.186,84;Liquidado;Não;FTA60;
19/05/2025;14/05/2025;19/05/2025;19/05/2025;FUJI ALDEOTA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.2 - DEMAIS INSUMOS;;SOLMAR DISTRIBUIDORA DE ALIMENTOS LTDA;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;BOLETO;R$288,70;;;;;-R$288,70;Liquidado;Não;7TZTB;
19/05/2025;06/05/2025;19/05/2025;20/05/2025;FUJI ALDEOTA;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.15 - ÁGUA E ESGOTO;6.15.1 - ÁNALISE DA ÁGUA;;COMPANHIA DE AGUA E ESGOTO -CAGECE ;DESPESAS FIXAS;SANTANDER - FUJI ALDEOTA;BOLETO;R$1.840,20;;;;;-R$1.840,20;Liquidado;Não;XBESY;
19/05/2025;07/05/2025;17/05/2025;19/05/2025;FUJI ALDEOTA;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.17 - COLETA DE LIXO;;Coleta de Lixo de 01/04/2025 a 30/04/2025;BRASLIMP TRANSPORTADORA ESPECIALIZADOS LTDA;DESPESAS FIXAS;SANTANDER - FUJI ALDEOTA;BOLETO;R$1.485,00;;;;;-R$1.485,00;Liquidado;Não;C4DSU;
19/05/2025;04/05/2025;19/05/2025;19/05/2025;LEONARDO;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.19 - INTERNET BANDA LARGA;;Vencimento 17/05/2025 (Rua Carlota Pinheiro 255);TELEFONICA BRASIL S.A -VIVO ;DESPESAS FIXAS;LEONARDO PERESTRELO;BOLETO;R$296,00;;;;;-R$296,00;Liquidado;Não;BX685;
19/05/2025;04/06/2025;19/06/2025;;LEONARDO;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.19 - INTERNET BANDA LARGA;;Vencimento 17/05/2025 (Rua Carlota Pinheiro 255);TELEFONICA BRASIL S.A -VIVO ;DESPESAS FIXAS;LEONARDO PERESTRELO;BOLETO;R$296,00;;;;;;A vencer;Não;BX685;
17/05/2025;17/05/2025;14/05/2025;14/05/2025;FUJI CAMBEBA;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.11 - DESPESAS DIVERSAS;;;ASSOCIACAO BRASILEIRA DE BARES E RESTAURANTES - ABRASEL-CE;DESPESAS VARIÁVEIS;SANTANDER - FUJI CAMBEBA;BOLETO;R$155,00;;;;;-R$155,00;Liquidado;Não;K6QTG;
17/05/2025;17/05/2025;15/05/2025;15/05/2025;FUJI CAMBEBA;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.21 - ENERGIA ;;ENEL CAMBEBA;COMPANHIA ENERGETICA DO CEARA - ENEL;DESPESAS FIXAS;SANTANDER - FUJI CAMBEBA;BOLETO;R$32,48;;;;;-R$32,48;Liquidado;Não;5Y2KI;
17/05/2025;17/05/2025;15/05/2025;15/05/2025;FUJI CAMBEBA;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.21 - ENERGIA ;;ENEL CAMBEBA;COMPANHIA ENERGETICA DO CEARA - ENEL;DESPESAS FIXAS;SANTANDER - FUJI CAMBEBA;BOLETO;R$32,48;;;;;-R$32,48;Liquidado;Não;NS9IO;
17/05/2025;15/05/2025;15/05/2025;15/05/2025;FUJI ALDEOTA;Despesa;05 - DESPESAS COM PESSOAL;5.1 - SALARIOS;5.1.2 - VALES;VT AVULSO DE 07 A 18/05 - 11 PASSAGENS;JOSE MYCHAEL ANGELINO DA SILVA - COZINHEIRO ;DESPESA COM PESSOAL;SANTANDER - FUJI ALDEOTA;PIX;R$99,00;;;;;-R$99,00;Liquidado;Não;8K214;
17/05/2025;17/05/2025;15/05/2025;15/05/2025;FUJI ALDEOTA;Despesa;05 - DESPESAS COM PESSOAL;5.8 - VALE TRANSPORTE;;VT AVULSO DE 10 A 18/05 - 8 PASSAGENS;MARIA LARISSA FERREIRA DE SOUZA - OPERADOR DE CAIXA;DESPESA COM PESSOAL;SANTANDER - FUJI ALDEOTA;PIX;R$72,00;;;;;-R$72,00;Liquidado;Não;BS3PJ;
17/05/2025;31/03/2025;15/05/2025;15/05/2025;FUJI ALDEOTA;Despesa;05 - DESPESAS COM PESSOAL;5.18 - COMISSÕES;;GARÇOM NAO CONTRATADO. PEDIU PARA SAIR - PROPORCIONAL DE COMISSAO DE 28 A 31/03/2025 - 179,37;DIEGO PAIVA DOS SANTOS;DESPESA COM PESSOAL;SANTANDER - FUJI ALDEOTA;PIX;R$179,37;;;;;-R$179,37;Liquidado;Não;UGWEI;
17/05/2025;08/04/2025;15/05/2025;15/05/2025;FUJI ALDEOTA;Despesa;05 - DESPESAS COM PESSOAL;5.18 - COMISSÕES;;GARÇOM NAO CONTRATADO, PEDIU PARA SAIR. - PROPORCIONAL DE COMISSAO DE 01 A 08/04 - 595,68;DIEGO PAIVA DOS SANTOS;DESPESA COM PESSOAL;SANTANDER - FUJI ALDEOTA;PIX;R$595,68;;;;;-R$595,68;Liquidado;Não;24NOA;
17/05/2025;16/04/2025;15/05/2025;15/05/2025;FUJI CAMBEBA;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.4 - MATERIAL DE LIMPEZA;;;TA LIMPO MATERIAL DE LIMPEZA;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;BOLETO;R$1.058,67;;;;;-R$1.058,67;Liquidado;Não;0GPBX;
17/05/2025;02/05/2025;15/05/2025;15/05/2025;FUJI ALDEOTA;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.11 - DESPESAS DIVERSAS;;36 GARRAFOES / 8,00/UND;SANDRA CRISTHYAN PEREIRA LIMA ME;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;BOLETO;R$288,00;;;;;-R$288,00;Liquidado;Não;XKCBA;
17/05/2025;24/04/2025;15/05/2025;15/05/2025;FUJI ALDEOTA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.1 - PROTEÍNAS;;MIRAY COMERCIO DE PEIXEIS E PRODUTOS ORIENTAIS LTDA;PRODUÇÃO;SANTANDER - FUJI ALDEOTA;BOLETO;R$1.309,00;;;;;-R$1.309,00;Liquidado;Não;KNXD3;
16/05/2025;16/05/2025;16/05/2025;16/05/2025;FUJI ALDEOTA;Despesa;07 - DESPESAS COM MANUTENCAO;7.2 - MANUTENCAO PREDIAL;;MANUTENÇÃO NO PISO DA SEDE ALDEOTA;LEROY MERLIN COMPANHIA BRASILEIRA DE BRICOLAGEM;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;DÉBITO;R$247,80;;;;;-R$247,80;Liquidado;Não;FEN5A;
16/05/2025;03/05/2025;16/05/2025;16/05/2025;FUJI ALDEOTA;Despesa;05 - DESPESAS COM PESSOAL;5.15 - DIÁRIA EXTRA;;2 DIARIAS - 02/05 E 03/05;LUCIANA QUEIROZ DE CARVALHO - RECEPCIONISTA;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;PIX;R$200,00;;;;;-R$200,00;Liquidado;Não;P26UC;
16/05/2025;30/04/2025;19/05/2025;20/05/2025;FUJI ALDEOTA;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.14 - MUSICOS;;03, 10, 17, 24/04 / 04, 11, 18, 25/04 / 30/04;WAV ENTRETENIMENTO - DJ SAVIO;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;PIX;R$3.100,00;;;;;-R$3.100,00;Liquidado;Não;4S675;
16/05/2025;30/01/2025;19/05/2025;19/05/2025;FUJI CAMBEBA;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.14 - MUSICOS;;DIAS: 05/04, 12/04, 19/04, 26/03;WAV ENTRETENIMENTO - DJ SAVIO;DESPESAS VARIÁVEIS;SANTANDER - FUJI CAMBEBA;PIX;R$1.200,00;;;;;-R$1.200,00;Liquidado;Não;J2ADJ;
16/05/2025;16/05/2025;19/05/2025;19/05/2025;FUJI CAMBEBA;Despesa;05 - DESPESAS COM PESSOAL;5.1 - SALARIOS;5.1.3 - FOLHA DE PAGAMENTO MENSAL;COMPRAS GERAIS PARA O CAMBEBA;JOSE SERGIO BANDEIRA   LIMA;DESPESAS VARIÁVEIS;SANTANDER - FUJI CAMBEBA;BOLETO;R$900,56;;;;;-R$900,56;Liquidado;Não;UQFTZ;
16/05/2025;25/04/2025;16/05/2025;15/05/2025;FUJI CAMBEBA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.1 - PROTEÍNAS;;LE PESCADOS;PRODUÇÃO;SANTANDER - FUJI CAMBEBA;BOLETO;R$1.760,00;;;;;-R$1.760,00;Liquidado;Não;TH81P;
16/05/2025;25/04/2025;16/05/2025;16/05/2025;FUJI ALDEOTA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.1 - PROTEÍNAS;;MIRAY COMERCIO DE PEIXEIS E PRODUTOS ORIENTAIS LTDA;PRODUÇÃO;SANTANDER - FUJI CAMBEBA;BOLETO;R$959,67;;;;;-R$959,67;Liquidado;Não;7B13B;
16/05/2025;25/04/2025;16/05/2025;16/05/2025;FUJI CAMBEBA;Despesa;03 - C.M.V;3.4 - PRODUTOS;3.4.1 - BEBIDAS ALCOÓLICAS;parcela 1/2;OPÇÃO DISTRIBUIDORA DE ALIMENTOS E BEBIDAS;PRODUÇÃO;SANTANDER - FUJI CAMBEBA;BOLETO;R$944,40;;;;;-R$944,40;Liquidado;Não;PZUWY;
16/05/2025;07/05/2025;16/05/2025;16/05/2025;FUJI CAMBEBA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.1 - PROTEÍNAS;;LE PESCADOS;PRODUÇÃO;SANTANDER - FUJI CAMBEBA;BOLETO;R$1.633,70;;;;;-R$1.633,70;Liquidado;Não;U5YYG;
16/05/2025;30/04/2025;16/05/2025;16/05/2025;FUJI CAMBEBA;Despesa;03 - C.M.V;3.4 - PRODUTOS;3.4.2 - BEBIDAS NÃO ALCOÓLICAS;;EMPRESA BRASILEIRA DE DISTRIBUICAO LTDA;PRODUÇÃO;SANTANDER - FUJI CAMBEBA;BOLETO;R$611,04;;;;;-R$611,04;Liquidado;Não;7M0SR;
16/05/2025;16/05/2025;16/05/2025;16/05/2025;FUJI ALDEOTA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.3 - HORTIFRUTI;NF 231654 / NF 231747;CAMPO VERDE DISTRIBUIDORA;PRODUÇÃO;SANTANDER - FUJI ALDEOTA;BOLETO;R$1.009,78;;;;;-R$1.009,78;Liquidado;Não;8981W;
16/05/2025;02/05/2025;16/05/2025;16/05/2025;FUJI ALDEOTA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.1 - PROTEÍNAS;;BRASIL SEAFOOD INDUSTRIA - JAPA DA OSTRA;PRODUÇÃO;SANTANDER - FUJI ALDEOTA;BOLETO;R$1.548,84;;;;;-R$1.548,84;Liquidado;Não;A1MKB;
16/05/2025;07/05/2025;16/05/2025;16/05/2025;FUJI ALDEOTA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.1 - PROTEÍNAS;;LE PESCADOS;PRODUÇÃO;SANTANDER - FUJI ALDEOTA;BOLETO;R$1.204,10;;;;;-R$1.204,10;Liquidado;Não;C6CTV;
14/05/2025;14/04/2025;14/05/2025;14/05/2025;FUJI ALDEOTA;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.5 - SISTEMA T.I;;TROCA DE PLACA MAE PC FUJI ALDEOTA;R TECH COMERCIO DE INFORMATICA LTDA;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;BOLETO;R$199,00;;;;;-R$199,00;Liquidado;Não;E64R3;
14/05/2025;14/05/2025;14/05/2025;14/05/2025;FUJI ALDEOTA;Despesa;07 - DESPESAS COM MANUTENCAO;7.2 - MANUTENCAO PREDIAL;;;LEROY MERLIN COMPANHIA BRASILEIRA DE BRICOLAGEM;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;DÉBITO;R$586,40;;;;;-R$586,40;Liquidado;Não;VA79S;
14/05/2025;28/04/2025;14/05/2025;14/05/2025;FUJI ALDEOTA;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.11 - DESPESAS DIVERSAS;;LIMPEZA DIAS DE: SERGUNDA, QUARTA E SEXTA;OFICIO SERVICOS ;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;PIX;R$120,00;;;;;-R$120,00;Liquidado;Não;CTFRD;
14/05/2025;28/04/2025;14/05/2025;14/05/2025;FUJI CAMBEBA;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.11 - DESPESAS DIVERSAS;;LIMPEZA DOS VIDROS TODAS AS QUINTAS E 14/04 GERAL - FUJI;OFICIO SERVICOS ;DESPESAS VARIÁVEIS;SANTANDER - FUJI CAMBEBA;PIX;R$120,00;;;;;-R$120,00;Liquidado;Não;8CTQB;
14/05/2025;28/04/2025;14/05/2025;14/05/2025;FUJI CAMBEBA;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.11 - DESPESAS DIVERSAS;;NF 3633, LIMPEZA TODAS AS QUINTAS E DIA 14/04 - GERAL;OFICIO SERVICOS ;DESPESAS VARIÁVEIS;SANTANDER - FUJI CAMBEBA;PIX;R$120,00;;;;;-R$120,00;Liquidado;Não;F3EZL;
14/05/2025;30/04/2025;14/05/2025;15/05/2025;LEONARDO;Despesa;05 - DESPESAS COM PESSOAL;5.10 - PRO LABORE;;6 ATENDIMENTO DE FISIOTERAPIA DA LIS (02, 03, 08, 22, 25 E 30/04);CRISTIANY PEIXOTO;DESPESA COM PESSOAL;LEONARDO PERESTRELO;PIX;R$1.260,00;;;;;-R$1.260,00;Liquidado;Não;LN06V;
14/05/2025;25/04/2025;12/05/2025;15/05/2025;FUJI ALDEOTA;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.20 - TELEFONIA ;;oi fixo + internet - n cliente: 6001216766 (conta em nome de: LV PERESTRELO EIRELI - CNPJ:18.651.410/0001-68;OI ;DESPESAS FIXAS;SANTANDER - FUJI ALDEOTA;BOLETO;R$154,41;;;;;-R$154,41;Liquidado;Não;AL5NK;
14/05/2025;13/05/2025;14/05/2025;14/05/2025;FUJI CAMBEBA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.1 - PROTEÍNAS;;META ACOUGUE;PRODUÇÃO;SANTANDER - FUJI CAMBEBA;PIX;R$1.804,01;;;;;-R$1.804,01;Liquidado;Não;NS2HW;
14/05/2025;30/04/2025;14/05/2025;14/05/2025;FUJI CAMBEBA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.1 - PROTEÍNAS;;BRASIL SEAFOOD INDUSTRIA - JAPA DA OSTRA;PRODUÇÃO;SANTANDER - FUJI CAMBEBA;BOLETO;R$4.512,15;;;;;-R$4.512,15;Liquidado;Não;MSCA5;
14/05/2025;29/04/2025;14/05/2025;14/05/2025;FUJI CAMBEBA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.1 - PROTEÍNAS;; VIA LACTEA COMERCIO E REPRESENTACOES LTDA;PRODUÇÃO;SANTANDER - FUJI CAMBEBA;BOLETO;R$1.093,30;;;;;-R$1.093,30;Liquidado;Não;NM9DD;
14/05/2025;06/05/2025;14/05/2025;14/05/2025;FUJI ALDEOTA;Despesa;03 - C.M.V;3.4 - PRODUTOS;3.4.1 - BEBIDAS ALCOÓLICAS;;HNK BR INDUSTRIA DE BEBIDAS LTDA.;PRODUÇÃO;SANTANDER - FUJI ALDEOTA;BOLETO;R$292,40;;;;;-R$292,40;Liquidado;Não;CQIX8;
14/05/2025;05/05/2025;14/05/2025;14/05/2025;FUJI ALDEOTA;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.11 - DESPESAS DIVERSAS;;ASSOCIAÇÃO;ASSOCIACAO BRASILEIRA DE BARES E RESTAURANTES - ABRASEL-CE;DESPESAS FIXAS;SANTANDER - FUJI ALDEOTA;BOLETO;R$155,00;;;;;-R$155,00;Liquidado;Não;VJ08E;
14/05/2025;14/04/2025;14/05/2025;14/05/2025;FUJI ALDEOTA;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.4 - MATERIAL DE LIMPEZA;;PARA USO ADMINISTRATIVO;TA LIMPO MATERIAL DE LIMPEZA;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;BOLETO;R$597,80;;;;;-R$597,80;Liquidado;Não;HRQ2T;
14/05/2025;25/04/2025;14/05/2025;14/05/2025;FUJI ALDEOTA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.1 - PROTEÍNAS;NF 4148;LE PESCADOS;PRODUÇÃO;SANTANDER - FUJI ALDEOTA;BOLETO;R$1.458,60;;;;;-R$1.458,60;Liquidado;Não;JECSD;
